home_team,away_team,home_win,draw,away_win,zero_zero,zero_one,zero_two,zero_three,zero_four,one_zero,one_one,one_two,one_three,one_four,two_zero,two_one,two_two,two_three,two_four,three_zero,three_one,three_two,three_three,three_four,four_zero,four_one,four_two,four_three,four_four
África do Sul,Tunísia,42.537,28.757,28.706,11.354,10.624,5.122,1.802,0.417,13.781,12.968,6.138,2.051,0.516,8.496,8.11,3.888,1.242,0.328,3.45,3.42,1.564,0.499,0.123,1.044,1.068,0.519,0.157,0.047
África do Sul,Suécia,24.064,22.029,53.907,4.436,8.214,7.805,4.886,2.622,5.208,9.897,9.439,6.146,3.061,3.263,6.046,5.796,3.829,1.912,1.312,2.532,2.398,1.603,0.819,0.395,0.779,0.741,0.51,0.262
África do Sul,Bélgica,11.986,21.818,66.196,9.101,15.906,14.441,8.801,4.068,5.383,9.647,8.603,5.308,2.369,1.701,3.001,2.694,1.642,0.779,0.335,0.634,0.571,0.339,0.159,0.06,0.09,0.098,0.062,0.036
África do Sul,Egito,25.417,29.989,44.594,13.642,16.006,9.426,3.723,1.163,10.853,12.875,7.591,3.064,0.96,4.541,5.269,3.089,1.283,0.39,1.306,1.52,0.876,0.357,0.111,0.277,0.304,0.215,0.077,0.025
África do Sul,Irã,29.921,29.12,40.959,11.876,13.783,7.901,3.414,1.052,11.139,12.953,7.66,3.228,0.98,5.416,6.345,3.755,1.474,0.428,1.864,2.045,1.289,0.494,0.15,0.471,0.538,0.311,0.146,0.04
África do Sul,Nova Zelândia,50.975,23.682,25.343,5.948,6.657,3.725,1.447,0.452,10.071,11.166,6.316,2.379,0.681,8.382,9.511,5.222,2.054,0.62,4.94,5.472,2.98,1.176,0.323,2.061,2.416,1.332,0.5,0.158
África do Sul,Espanha,4.317,12.276,83.407,5.191,12.915,16.111,13.754,9.068,2.177,5.431,6.921,5.84,3.933,0.466,1.119,1.439,1.32,0.811,0.064,0.164,0.243,0.205,0.142,0.013,0.022,0.019,0.018,0.01
África do Sul,Uruguai,15.869,26.723,57.408,12.801,18.211,13.231,6.437,2.514,7.764,11.237,7.828,3.927,1.563,2.405,3.465,2.414,1.154,0.444,0.541,0.749,0.549,0.259,0.096,0.08,0.128,0.08,0.052,0.011
África do Sul,Arábia Saudita,37.793,32.423,29.784,16.014,13.392,5.641,1.606,0.349,15.521,13.222,5.597,1.615,0.385,7.992,6.571,2.901,0.784,0.162,2.601,2.17,0.966,0.273,0.044,0.676,0.571,0.245,0.073,0.013
África do Sul,Cabo Verde,36.026,32.223,31.751,16.197,14.017,6.142,1.866,0.429,15.202,12.96,5.78,1.741,0.42,7.241,6.318,2.776,0.845,0.185,2.4,2.113,0.892,0.269,0.064,0.615,0.584,0.231,0.082,0.021
África do Sul,França,5.613,13.355,81.032,5.024,12.144,15.169,12.732,8.141,2.533,6.171,7.612,6.399,4.122,0.656,1.542,1.848,1.648,1.02,0.099,0.29,0.339,0.279,0.181,0.016,0.042,0.054,0.029,0.03
África do Sul,Senegal,17.2,23.088,59.712,7.731,13.474,11.647,6.807,3.135,6.22,10.848,9.247,5.564,2.532,2.561,4.463,3.837,2.274,1.099,0.687,1.274,1.078,0.6,0.273,0.128,0.238,0.228,0.158,0.068
África do Sul,Noruega,13.775,16.878,69.347,3.253,7.449,9.405,7.86,4.829,3.187,7.559,9.152,7.561,4.796,1.591,3.946,4.483,3.806,2.449,0.555,1.313,1.629,1.353,0.865,0.142,0.347,0.369,0.324,0.209
África do Sul,Iraque,46.564,27.653,25.783,10.501,9.494,4.57,1.403,0.3,14.051,12.65,5.825,1.821,0.484,9.307,8.354,3.891,1.166,0.313,4.321,3.847,1.738,0.569,0.118,1.559,1.283,0.613,0.193,0.036
África do Sul,Argentina,4.175,13.172,82.653,6.35,14.775,17.68,14.266,8.668,2.292,5.39,6.469,5.273,3.265,0.433,0.993,1.293,0.995,0.594,0.056,0.16,0.192,0.13,0.075,0.004,0.014,0.017,0.011,0.009
África do Sul,Áustria,17.913,23.246,58.841,7.556,12.883,11.247,6.65,3.016,6.18,10.781,9.366,5.747,2.59,2.675,4.704,4.114,2.344,1.023,0.735,1.343,1.13,0.718,0.323,0.202,0.3,0.299,0.144,0.07
África do Sul,Argélia,24.557,25.941,49.502,8.189,12.06,9.249,4.813,1.915,7.684,12.195,9.093,4.735,1.789,4.042,5.934,4.637,2.386,0.96,1.376,2.037,1.599,0.81,0.333,0.318,0.499,0.436,0.209,0.102
África do Sul,Jordânia,37.787,26.421,35.792,7.67,9.509,6.212,2.56,0.827,9.831,12.41,7.855,3.358,1.107,6.464,8.182,5.206,2.203,0.744,2.868,3.62,2.256,1.001,0.322,0.998,1.215,0.773,0.352,0.123
África do Sul,Portugal,7.385,15.669,76.946,5.693,12.857,14.819,11.4,6.785,3.151,7.215,8.248,6.397,3.823,0.919,2.051,2.366,1.832,1.127,0.189,0.36,0.458,0.365,0.238,0.027,0.07,0.057,0.052,0.028
África do Sul,Colômbia,8.465,18.329,73.206,7.727,15.196,15.632,10.881,5.734,4.098,8.145,8.218,5.578,3.011,1.054,2.148,2.159,1.452,0.812,0.195,0.399,0.386,0.283,0.129,0.025,0.053,0.047,0.041,0.013
África do Sul,Uzbequistão,42.784,27.328,29.888,9.596,9.859,5.181,1.885,0.487,12.242,12.592,6.596,2.389,0.688,8.207,8.404,4.362,1.572,0.49,3.56,3.753,1.988,0.7,0.2,1.244,1.254,0.646,0.229,0.071
África do Sul,RD Congo,24.408,33.367,42.225,18.283,18.273,9.156,3.3,0.868,12.41,12.713,6.363,2.177,0.629,4.383,4.447,2.184,0.771,0.172,1.018,1.03,0.515,0.177,0.043,0.189,0.183,0.102,0.034,0.009
África do Sul,Inglaterra,6.806,17.023,76.171,7.895,16.249,16.692,11.912,6.496,3.529,7.235,7.817,5.342,2.906,0.818,1.638,1.665,1.196,0.603,0.152,0.281,0.262,0.213,0.096,0.017,0.041,0.03,0.025,0.015
África do Sul,Croácia,15.989,22.489,61.522,7.773,13.342,12.322,7.163,3.512,5.973,10.327,9.345,5.608,2.569,2.26,4.215,3.73,2.259,1.067,0.634,1.122,0.975,0.603,0.282,0.128,0.207,0.197,0.133,0.053
África do Sul,Gana,31.717,30.644,37.639,13.556,13.943,7.549,2.727,0.751,12.581,13.266,7.053,2.605,0.717,5.988,6.318,3.403,1.26,0.344,1.923,2.133,1.052,0.394,0.136,0.491,0.509,0.296,0.081,0.024
África do Sul,Panamá,33.451,28.994,37.555,11.257,12.54,7.126,2.825,0.814,11.673,13.05,7.535,2.946,0.844,6.246,6.949,4.081,1.553,0.457,2.276,2.547,1.394,0.542,0.169,0.573,0.664,0.423,0.156,0.061
Tchéquia,Canadá,19.412,21.542,59.046,5.435,10.317,9.851,6.267,3.196,5.254,10.095,9.611,6.332,3.031,2.758,5.115,4.814,3.128,1.63,0.966,1.754,1.707,1.049,0.589,0.239,0.47,0.409,0.313,0.136
Tchéquia,Suíça,13.163,17.022,69.815,3.602,8.416,10.035,8.12,4.92,3.39,7.763,9.269,7.422,4.621,1.546,3.777,4.342,3.635,2.122,0.534,1.172,1.408,1.145,0.709,0.128,0.297,0.332,0.296,0.159
Tchéquia,Catar,59.127,20.309,20.564,3.863,4.382,2.498,1.047,0.292,8.022,9.025,5.463,2.181,0.66,8.117,9.581,5.605,2.217,0.662,5.844,6.757,3.997,1.537,0.435,3.182,3.639,2.178,0.86,0.253
Tchéquia,Bósnia e Herzegovina,39.014,24.419,36.567,5.447,7.878,5.564,2.755,0.984,8.016,11.323,7.899,3.908,1.44,5.931,8.513,5.878,2.847,1.073,2.991,4.123,2.983,1.509,0.55,1.136,1.612,1.167,0.548,0.231
Tchéquia,Brasil,6.282,12.632,81.086,3.485,9.358,12.465,11.445,8.021,2.177,5.968,7.699,7.312,5.078,0.694,1.887,2.588,2.42,1.549,0.155,0.441,0.592,0.509,0.348,0.025,0.071,0.104,0.085,0.078
Tchéquia,Marrocos,8.784,17.361,73.855,6.487,13.757,14.743,10.897,5.934,3.83,7.939,8.469,6.321,3.448,1.124,2.329,2.496,1.759,0.965,0.217,0.468,0.537,0.404,0.183,0.042,0.074,0.073,0.058,0.032
Tchéquia,Escócia,25.517,24.501,49.982,7.11,10.94,9.075,4.876,1.9,7.329,11.384,9.228,5.038,2.022,4.039,6.045,4.907,2.696,1.102,1.493,2.339,1.821,0.975,0.391,0.396,0.665,0.538,0.294,0.114
Tchéquia,Haiti,53.036,22.477,24.487,4.864,5.599,3.392,1.292,0.423,8.953,10.336,6.258,2.493,0.773,8.122,9.215,5.571,2.321,0.667,5.089,5.945,3.588,1.462,0.428,2.477,2.776,1.698,0.669,0.227
Tchéquia,EUA,18.732,19.22,62.048,3.378,7.269,8.241,6.224,3.624,3.811,8.456,9.423,7.088,4.196,2.316,4.872,5.372,4.239,2.387,0.873,1.885,2.205,1.677,0.948,0.278,0.586,0.692,0.508,0.306
Tchéquia,Austrália,17.18,23.812,59.008,8.932,14.724,12.158,6.871,3.055,6.801,10.858,9.133,4.988,2.123,2.583,4.22,3.524,1.912,0.867,0.709,1.148,0.893,0.453,0.205,0.152,0.218,0.205,0.113,0.043
Tchéquia,Paraguai,24.368,26.587,49.045,9.634,13.536,9.638,4.74,1.779,8.811,12.183,8.592,4.316,1.64,4.044,5.626,4.108,1.983,0.73,1.258,1.744,1.326,0.601,0.226,0.333,0.469,0.302,0.166,0.059
Tchéquia,Turquia,23.77,21.627,54.603,4.337,8.238,7.913,5.251,2.546,5.154,9.675,9.534,6.246,3.02,3.171,5.987,5.725,3.808,2.005,1.192,2.468,2.384,1.585,0.768,0.413,0.791,0.801,0.506,0.274
Tchéquia,Alemanha,6.469,9.576,83.955,1.132,4.007,6.832,7.969,7.223,1.105,3.817,6.523,7.642,6.693,0.576,1.886,3.127,3.603,3.174,0.183,0.599,1.101,1.209,1.084,0.056,0.158,0.255,0.277,0.253
Tchéquia,Equador,15.12,28.256,56.624,15.145,19.753,13.451,6.312,2.224,8.127,10.842,7.281,3.36,1.273,2.217,3.039,2.072,1.063,0.331,0.429,0.62,0.397,0.185,0.056,0.066,0.101,0.072,0.021,0.012
Tchéquia,Costa do Marfim,25.378,27.29,47.332,10.05,13.697,9.521,4.325,1.492,9.175,12.631,8.606,4.002,1.514,4.303,5.832,3.954,1.888,0.669,1.355,1.833,1.28,0.611,0.189,0.362,0.455,0.294,0.163,0.04
Tchéquia,Curaçao,60.097,21.427,18.476,5.559,5.2,2.654,0.853,0.243,10.271,9.953,4.933,1.566,0.447,10.029,9.605,4.679,1.617,0.36,6.551,6.533,3.114,1.108,0.268,3.326,3.184,1.582,0.531,0.124
Tchéquia,Holanda,6.949,11.391,81.66,2.072,6.139,9.181,9.337,7.466,1.708,4.991,7.931,7.759,6.094,0.649,2.102,3.185,3.325,2.533,0.176,0.601,0.928,0.971,0.736,0.055,0.133,0.201,0.221,0.151
Tchéquia,Japão,8.554,14.209,77.237,3.453,8.764,11.637,10.116,6.687,2.614,6.54,8.611,7.449,4.985,1.032,2.565,3.328,2.837,1.86,0.235,0.644,0.834,0.782,0.518,0.053,0.127,0.16,0.166,0.093
Tchéquia,Tunísia,43.261,25.543,31.196,6.992,8.221,5.038,2.032,0.608,10.059,11.989,7.363,2.882,1.01,7.257,8.651,5.268,2.154,0.654,3.818,4.484,2.634,1.169,0.331,1.344,1.675,0.982,0.42,0.113
Tchéquia,Suécia,22.042,18.477,59.481,2.069,4.906,5.776,4.789,3.104,2.957,6.903,8.632,6.809,4.401,2.203,5.086,6.237,5.073,3.28,1.007,2.52,3.089,2.513,1.65,0.414,0.953,1.17,0.938,0.651
Tchéquia,Bélgica,10.395,17.139,72.466,5.024,11.33,12.706,9.782,5.557,3.555,8.066,9.072,6.954,3.971,1.319,2.932,3.305,2.537,1.437,0.357,0.769,0.835,0.65,0.374,0.064,0.168,0.173,0.122,0.09
Tchéquia,Egito,25.265,25.703,49.032,8.206,12.427,9.168,4.79,1.824,8.309,12.152,9.054,4.416,1.763,4.243,5.901,4.468,2.284,0.902,1.345,2.05,1.556,0.808,0.308,0.33,0.5,0.404,0.205,0.064
Tchéquia,Irã,29.266,25.579,45.155,7.31,10.526,7.911,3.897,1.623,8.093,11.867,8.883,4.489,1.718,4.608,6.922,5.2,2.604,0.994,1.888,2.664,2.022,1.082,0.415,0.547,0.835,0.634,0.307,0.11
Tchéquia,Nova Zelândia,51.926,21.109,26.965,3.219,4.394,3.192,1.641,0.59,6.441,8.913,6.317,3.041,1.114,6.464,9.129,6.458,3.068,1.132,4.498,6.25,4.31,2.027,0.777,2.32,3.165,2.241,1.064,0.43
Tchéquia,Espanha,3.275,8.268,88.457,2.443,7.707,12.098,12.923,10.573,1.228,3.874,6.142,6.577,5.331,0.331,1.021,1.607,1.733,1.418,0.05,0.189,0.309,0.297,0.222,0.01,0.025,0.046,0.049,0.045
Tchéquia,Uruguai,14.451,21.907,63.642,7.826,14.012,12.685,7.781,3.749,5.523,9.968,9.296,5.737,2.604,2.206,3.741,3.5,2.143,1.017,0.544,0.922,0.853,0.547,0.253,0.092,0.194,0.167,0.098,0.063
Tchéquia,Arábia Saudita,38.905,28.27,32.825,10.482,11.15,5.849,2.209,0.605,12.493,12.916,6.943,2.603,0.75,7.406,7.66,4.17,1.558,0.424,2.991,3.18,1.72,0.653,0.182,0.921,0.966,0.543,0.19,0.046
Tchéquia,Cabo Verde,36.695,28.315,34.99,10.325,11.482,6.38,2.448,0.693,11.788,13.012,7.32,2.88,0.835,7.026,7.353,4.295,1.628,0.47,2.701,2.935,1.648,0.625,0.2,0.853,0.894,0.54,0.19,0.054
Tchéquia,França,4.273,9.375,86.352,2.356,7.37,11.179,11.887,9.4,1.466,4.39,6.848,7.036,5.707,0.445,1.343,2.065,2.186,1.733,0.096,0.279,0.424,0.499,0.339,0.013,0.039,0.063,0.072,0.062
Tchéquia,Senegal,15.395,18.803,65.802,4.262,9.146,10.027,7.404,4.302,3.946,8.568,9.517,7.257,4.046,1.963,4.185,4.684,3.533,1.914,0.614,1.474,1.599,1.121,0.66,0.177,0.365,0.409,0.319,0.155
Tchéquia,Noruega,11.648,13.28,75.072,1.343,4.285,6.208,6.61,5.212,1.634,4.955,7.327,7.721,6.227,0.962,3.014,4.48,4.639,3.634,0.441,1.255,1.891,1.963,1.506,0.124,0.383,0.568,0.645,0.455
Tchéquia,Iraque,47.783,24.432,27.785,6.435,7.267,4.343,1.655,0.483,10.106,11.42,6.635,2.707,0.808,8.125,9.04,5.268,2.106,0.671,4.364,4.952,3.01,1.133,0.366,1.723,2.16,1.231,0.441,0.165
Tchéquia,Argentina,3.115,8.74,88.145,3.051,9.295,13.74,14.002,11.022,1.406,4.029,6.156,6.104,4.653,0.275,0.934,1.419,1.421,1.08,0.049,0.149,0.212,0.219,0.158,0.003,0.022,0.029,0.025,0.02
Tchéquia,Áustria,16.301,19.34,64.359,4.153,8.794,9.623,7.027,4.001,4.014,8.636,9.42,7.112,4.017,2.054,4.43,5.035,3.53,2.067,0.699,1.551,1.73,1.312,0.68,0.198,0.41,0.436,0.326,0.182
Tchéquia,Argélia,23.738,22.057,54.205,4.466,8.379,8.058,5.16,2.648,5.209,10.001,9.399,6.186,3.047,3.102,6.093,5.769,3.63,1.822,1.274,2.5,2.407,1.565,0.759,0.413,0.755,0.746,0.439,0.233
Tchéquia,Jordânia,37.403,23.354,39.243,4.278,6.773,5.236,2.998,1.184,6.786,10.382,8.444,4.416,1.871,5.052,7.805,6.475,3.493,1.441,2.672,4.325,3.449,1.863,0.739,1.125,1.674,1.358,0.721,0.308
Tchéquia,Portugal,5.889,11.359,82.752,2.886,8.003,11.379,11.249,8.294,1.874,5.215,7.716,7.277,5.663,0.657,1.757,2.576,2.488,1.927,0.145,0.454,0.592,0.594,0.434,0.032,0.08,0.13,0.106,0.081
Tchéquia,Colômbia,6.975,13.573,79.452,4.051,10.304,13.155,11.228,7.557,2.553,6.348,8.144,7.051,4.753,0.822,2.053,2.575,2.247,1.475,0.191,0.447,0.57,0.544,0.309,0.028,0.076,0.08,0.096,0.053
Tchéquia,Uzbequistão,43.397,24.193,32.41,5.592,7.289,4.906,2.163,0.745,8.56,11.233,7.411,3.318,1.173,6.921,8.809,5.801,2.63,0.939,3.587,4.647,3.122,1.353,0.486,1.459,1.907,1.222,0.602,0.197
Tchéquia,RD Congo,24.433,28.574,46.993,12.164,15.188,9.818,4.38,1.456,10.116,12.656,8.031,3.647,1.154,4.21,5.26,3.295,1.558,0.481,1.263,1.518,0.926,0.428,0.151,0.288,0.34,0.219,0.091,0.03
Tchéquia,Inglaterra,5.414,12.485,82.101,4.192,10.793,13.917,12.563,8.465,2.244,5.697,7.779,6.72,4.581,0.571,1.579,2.159,1.816,1.275,0.113,0.306,0.407,0.392,0.248,0.019,0.04,0.068,0.047,0.043
Tchéquia,Croácia,14.124,18.273,67.603,4.133,9.151,10.246,7.818,4.594,3.784,8.461,9.652,7.163,4.191,1.781,3.998,4.475,3.417,1.968,0.566,1.232,1.402,1.036,0.65,0.136,0.317,0.375,0.267,0.152
Tchéquia,Gana,31.702,26.77,41.528,8.519,11.055,7.684,3.417,1.202,9.502,12.447,8.248,3.851,1.383,5.352,7.071,4.868,2.234,0.735,2.093,2.766,1.86,0.839,0.302,0.64,0.82,0.583,0.245,0.093
Tchéquia,Panamá,33.596,25.263,41.141,6.687,9.47,6.708,3.352,1.281,8.504,11.727,8.536,4.24,1.654,5.315,7.736,5.501,2.683,1.01,2.204,3.255,2.446,1.19,0.471,0.757,1.146,0.751,0.355,0.146
Canadá,Suíça,28.779,24.979,46.242,6.56,9.995,7.799,4.04,1.702,7.566,11.679,9.08,4.797,2.007,4.387,6.972,5.409,2.868,1.142,1.815,2.717,2.167,1.151,0.479,0.551,0.804,0.661,0.342,0.164
Canadá,Catar,77.577,14.153,8.27,3.276,2.467,0.943,0.218,0.06,8.616,6.709,2.505,0.647,0.132,11.585,8.702,3.275,0.85,0.177,10.108,7.64,2.987,0.769,0.151,6.776,5.2,1.97,0.492,0.113
Canadá,Bósnia e Herzegovina,59.687,21.893,18.42,6.167,5.749,2.589,0.819,0.186,11.503,10.291,4.897,1.553,0.385,10.638,9.588,4.427,1.378,0.333,6.617,6.099,2.823,0.897,0.23,3.23,2.89,1.33,0.382,0.105
Canadá,Brasil,16.562,22.489,60.949,7.665,13.356,11.826,7.055,3.373,6.138,10.475,9.262,5.813,2.585,2.387,4.151,3.64,2.361,1.076,0.712,1.196,1.047,0.646,0.303,0.155,0.253,0.221,0.133,0.059
Canadá,Marrocos,19.22,27.3,53.48,12.112,16.627,11.861,5.614,1.989,8.567,11.675,8.279,3.863,1.459,3.091,4.298,3.064,1.49,0.514,0.763,1.045,0.754,0.402,0.14,0.15,0.222,0.148,0.073,0.044
Canadá,Escócia,43.632,27.201,29.167,9.358,9.561,5.033,1.733,0.542,12.231,12.717,6.689,2.309,0.624,8.343,8.453,4.353,1.51,0.444,3.79,3.829,1.963,0.692,0.199,1.334,1.336,0.739,0.256,0.077
Canadá,Haiti,72.049,17.007,10.944,4.573,3.592,1.331,0.362,0.076,10.459,7.995,3.103,0.827,0.175,11.902,9.206,3.594,1.001,0.187,9.411,7.204,2.731,0.759,0.158,5.665,4.115,1.594,0.446,0.08
Canadá,EUA,37.721,24.474,37.805,5.364,7.819,5.729,2.755,1.073,7.776,11.369,8.18,4.078,1.531,5.681,8.236,6.114,3.064,1.124,2.861,4.067,2.988,1.402,0.595,1.002,1.552,1.105,0.6,0.212
Canadá,Austrália,31.795,30.155,38.05,13.241,14.318,7.525,2.849,0.799,12.635,13.172,7.029,2.56,0.698,5.844,6.257,3.343,1.232,0.347,1.99,2.17,1.114,0.375,0.107,0.482,0.532,0.297,0.118,0.024
Canadá,Paraguai,41.099,29.465,29.436,12.435,11.311,5.394,1.753,0.43,14.274,13.049,6.253,1.929,0.514,8.226,7.491,3.512,1.144,0.284,3.284,3.056,1.472,0.436,0.113,1.043,0.92,0.419,0.128,0.032
Canadá,Turquia,43.401,24.781,31.818,6.068,7.771,4.953,2.113,0.685,9.26,11.503,7.325,3.203,1.035,7.113,8.663,5.708,2.4,0.814,3.66,4.676,2.985,1.31,0.384,1.401,1.771,1.088,0.526,0.171
Canadá,Alemanha,19.145,19.222,61.633,3.128,6.889,7.861,6.166,3.499,3.658,8.339,9.195,7.279,4.169,2.199,5.041,5.612,4.222,2.496,0.936,1.992,2.309,1.745,0.977,0.297,0.612,0.715,0.578,0.347
Canadá,Equador,26.73,35.48,37.79,20.979,17.987,8.117,2.469,0.594,14.177,12.42,5.601,1.635,0.382,4.89,4.324,1.925,0.603,0.117,1.253,1.013,0.469,0.154,0.024,0.219,0.191,0.088,0.023,0.002
Canadá,Costa do Marfim,42.201,29.853,27.946,12.89,11.201,5.117,1.562,0.347,14.662,12.976,5.901,1.836,0.371,8.791,7.554,3.501,0.999,0.271,3.354,3.092,1.357,0.464,0.084,1.103,0.951,0.437,0.122,0.02
Canadá,Curaçao,77.394,14.914,7.692,4.74,2.967,0.928,0.204,0.037,11.28,6.912,2.193,0.475,0.084,13.644,8.617,2.705,0.576,0.09,11.11,6.837,2.216,0.505,0.085,6.855,4.255,1.409,0.283,0.05
Canadá,Holanda,18.948,20.804,60.248,4.815,9.363,9.609,6.508,3.284,4.901,9.712,9.732,6.618,3.323,2.528,5.151,4.911,3.458,1.822,0.889,1.77,1.768,1.183,0.66,0.24,0.45,0.462,0.315,0.165
Canadá,Japão,20.873,23.721,55.406,7.259,11.943,10.244,5.867,2.6,6.617,11.134,9.333,5.469,2.465,3.297,5.279,4.351,2.606,1.123,0.98,1.716,1.475,0.887,0.395,0.265,0.382,0.365,0.202,0.085
Canadá,Tunísia,62.225,22.248,15.527,7.3,5.711,2.207,0.608,0.127,13.099,10.44,4.03,1.103,0.213,12.127,9.326,3.789,0.992,0.241,7.583,5.79,2.277,0.656,0.138,3.572,2.767,1.157,0.296,0.059
Canadá,Suécia,43.83,22.011,34.159,3.335,5.139,4.035,2.173,0.903,5.882,9.088,7.38,3.985,1.627,5.29,8.467,6.777,3.743,1.529,3.403,5.274,4.023,2.294,0.972,1.63,2.544,1.975,1.053,0.457
Canadá,Bélgica,23.311,25.868,50.821,9.181,13.487,10.095,4.895,1.939,8.266,11.954,8.927,4.562,1.724,3.874,5.432,4.021,2.169,0.799,1.252,1.734,1.232,0.654,0.251,0.309,0.439,0.324,0.145,0.055
Canadá,Egito,42.436,28.704,28.86,11.154,10.483,5.183,1.732,0.415,13.481,13.046,6.258,2.055,0.53,8.462,7.975,3.88,1.323,0.328,3.497,3.464,1.631,0.578,0.152,1.145,1.082,0.512,0.164,0.045
Canadá,Irã,48.172,26.492,25.336,9.164,8.623,4.256,1.338,0.38,12.758,12.197,5.858,1.994,0.518,9.183,8.887,4.296,1.46,0.359,4.688,4.207,2.201,0.761,0.172,1.767,1.602,0.81,0.281,0.068
Canadá,Nova Zelândia,72.246,16.06,11.694,3.339,2.881,1.353,0.432,0.115,7.812,7.185,3.34,1.093,0.256,9.906,8.922,4.176,1.304,0.326,8.414,7.775,3.588,1.163,0.295,5.448,4.969,2.376,0.734,0.183
Canadá,Espanha,10.331,18.363,71.306,6.581,13.378,14.09,9.799,5.299,4.103,8.483,8.871,6.249,3.344,1.342,2.804,2.793,2.02,1.102,0.296,0.678,0.719,0.473,0.23,0.052,0.108,0.099,0.072,0.03
Canadá,Uruguai,28.511,29.326,42.163,12.265,14.34,8.525,3.483,1.134,10.861,12.923,7.617,3.148,1.025,5.289,6.094,3.66,1.486,0.468,1.612,1.938,1.176,0.442,0.128,0.369,0.492,0.279,0.11,0.035
Canadá,Arábia Saudita,56.376,26.198,17.426,11.299,7.73,2.638,0.681,0.12,16.407,11.507,4.092,0.949,0.154,12.349,8.559,2.981,0.765,0.149,6.348,4.322,1.487,0.376,0.059,2.393,1.707,0.6,0.146,0.035
Canadá,Cabo Verde,54.231,26.846,18.923,11.698,8.239,3.113,0.746,0.138,16.383,11.766,4.302,1.052,0.217,11.93,8.543,3.017,0.788,0.155,5.713,4.107,1.529,0.335,0.065,2.102,1.475,0.524,0.12,0.027
Canadá,França,12.906,19.254,67.84,6.044,12.132,12.336,8.755,4.578,4.514,8.947,9.426,6.413,3.489,1.755,3.533,3.499,2.56,1.244,0.459,0.942,0.97,0.697,0.375,0.097,0.18,0.207,0.121,0.065
Canadá,Senegal,31.863,25.613,42.524,7.024,10.028,7.18,3.582,1.319,8.485,11.999,8.876,4.185,1.543,5.028,7.466,5.379,2.692,0.991,2.175,2.979,2.183,1.079,0.384,0.666,0.978,0.651,0.327,0.119
Canadá,Noruega,29.008,21.071,49.921,2.945,5.899,6.046,3.986,2.057,4.389,8.676,8.713,6.038,3.085,3.399,6.586,6.525,4.482,2.317,1.75,3.348,3.376,2.375,1.259,0.666,1.262,1.355,0.877,0.484
Canadá,Iraque,67.119,19.9,12.981,6.434,4.691,1.846,0.474,0.092,12.519,9.271,3.49,0.898,0.19,12.688,9.436,3.535,0.897,0.166,8.7,6.344,2.428,0.6,0.13,4.514,3.206,1.195,0.323,0.052
Canadá,Argentina,9.585,19.148,71.267,7.886,15.573,15.353,10.313,5.188,4.36,8.519,8.403,5.561,2.794,1.218,2.5,2.421,1.679,0.777,0.221,0.49,0.514,0.297,0.158,0.041,0.073,0.073,0.055,0.024
Canadá,Áustria,33.766,25.294,40.94,6.705,9.345,6.797,3.272,1.241,8.381,11.785,8.587,4.192,1.613,5.532,7.617,5.496,2.654,1.038,2.359,3.269,2.415,1.124,0.419,0.77,1.115,0.792,0.39,0.176
Canadá,Argélia,43.368,24.852,31.78,6.342,7.89,5.095,2.15,0.707,9.285,11.607,7.323,3.072,1.017,7.22,9.007,5.554,2.337,0.764,3.598,4.436,2.868,1.205,0.392,1.421,1.773,1.13,0.479,0.133
Canadá,Jordânia,58.604,21.351,20.045,5.105,5.278,2.733,1.0,0.26,9.717,9.917,5.148,1.928,0.495,9.422,9.675,4.995,1.893,0.508,6.135,6.314,3.323,1.182,0.329,3.171,3.19,1.699,0.577,0.14
Canadá,Portugal,16.013,21.331,62.656,6.302,12.013,11.353,7.519,3.691,5.356,10.12,9.423,6.245,3.055,2.26,4.283,4.012,2.676,1.316,0.64,1.224,1.212,0.805,0.43,0.157,0.239,0.279,0.17,0.086
Canadá,Colômbia,17.481,23.82,58.699,8.483,14.08,11.882,6.688,2.887,6.68,10.875,9.217,5.203,2.273,2.76,4.34,3.771,2.088,0.914,0.632,1.194,0.994,0.619,0.239,0.156,0.247,0.208,0.122,0.069
Canadá,Uzbequistão,63.491,20.921,15.588,5.986,5.065,2.134,0.653,0.16,11.597,9.922,4.21,1.241,0.266,11.458,9.432,4.102,1.186,0.276,7.638,6.189,2.732,0.806,0.184,3.988,3.173,1.463,0.38,0.097
Canadá,RD Congo,39.667,31.694,28.639,15.38,12.784,5.339,1.506,0.35,15.859,13.163,5.562,1.556,0.315,8.264,6.836,2.856,0.796,0.19,2.896,2.461,1.041,0.277,0.062,0.839,0.653,0.247,0.063,0.017
Canadá,Inglaterra,14.546,23.108,62.346,9.204,15.36,13.149,7.697,3.506,6.196,10.344,8.931,5.206,2.216,2.121,3.635,3.088,1.847,0.799,0.515,0.894,0.676,0.434,0.195,0.074,0.15,0.119,0.074,0.036
Canadá,Croácia,30.148,25.493,44.359,7.234,10.422,7.571,3.825,1.46,8.314,11.798,8.881,4.4,1.722,4.737,7.144,5.23,2.618,1.029,1.937,2.713,2.077,1.105,0.41,0.623,0.868,0.638,0.307,0.12
Canadá,Gana,50.163,26.814,23.023,10.127,8.623,3.834,1.158,0.27,14.256,12.128,5.42,1.586,0.331,10.048,8.847,3.969,1.174,0.271,4.966,4.268,1.844,0.548,0.123,1.759,1.564,0.654,0.212,0.038
