home_team,away_team,home_win,draw,away_win,zero_zero,zero_one,zero_two,zero_three,zero_four,one_zero,one_one,one_two,one_three,one_four,two_zero,two_one,two_two,two_three,two_four,three_zero,three_one,three_two,three_three,three_four,four_zero,four_one,four_two,four_three,four_four
Suíça,Suécia,55.23,19.814,24.956,2.359,3.42,2.609,1.316,0.46,5.123,7.68,5.629,2.874,1.153,5.82,8.526,6.514,3.274,1.292,4.425,6.625,4.968,2.604,1.031,2.561,3.926,2.841,1.559,0.563
Suíça,Bélgica,30.829,26.196,42.975,8.019,10.936,7.76,3.761,1.406,8.98,12.245,8.596,4.083,1.46,5.047,7.097,4.889,2.244,0.823,1.995,2.823,1.909,0.927,0.342,0.596,0.818,0.573,0.257,0.102
Suíça,Egito,52.359,25.218,22.423,8.671,7.815,3.654,1.158,0.275,13.075,11.636,5.392,1.727,0.381,10.28,9.173,4.212,1.28,0.288,5.355,4.659,2.259,0.634,0.155,2.177,1.87,0.882,0.236,0.056
Suíça,Irã,58.47,22.764,18.766,6.871,6.017,2.77,0.903,0.177,11.879,10.585,4.844,1.505,0.352,10.557,9.52,4.425,1.38,0.347,6.46,5.904,2.613,0.787,0.19,3.003,2.723,1.25,0.353,0.091
Suíça,Nova Zelândia,82.011,10.992,6.997,1.784,1.583,0.678,0.208,0.062,5.521,4.765,2.053,0.671,0.141,8.764,7.345,3.225,0.94,0.195,9.114,7.966,3.445,1.008,0.271,7.325,6.324,2.762,0.833,0.189
Suíça,Espanha,14.445,20.65,64.905,6.233,12.341,12.017,7.88,3.94,4.955,9.685,9.706,6.254,3.097,2.042,3.887,3.905,2.507,1.3,0.593,1.042,1.036,0.735,0.341,0.123,0.215,0.237,0.136,0.086
Suíça,Uruguai,36.641,28.393,34.966,10.492,11.433,6.466,2.427,0.741,11.776,12.956,7.307,2.834,0.843,6.722,7.493,4.224,1.587,0.504,2.794,3.012,1.624,0.664,0.178,0.838,0.903,0.502,0.184,0.055
Suíça,Arábia Saudita,66.48,21.097,12.423,8.17,5.161,1.797,0.377,0.068,14.903,9.557,3.18,0.767,0.117,13.752,8.803,2.944,0.69,0.125,8.731,5.794,1.909,0.398,0.071,4.144,2.738,0.868,0.244,0.025
Suíça,Cabo Verde,64.057,22.253,13.69,8.502,5.7,1.955,0.479,0.075,14.979,10.042,3.455,0.804,0.179,13.2,9.055,3.199,0.77,0.121,8.134,5.339,1.966,0.468,0.072,3.771,2.468,0.912,0.225,0.036
Suíça,França,18.088,21.488,60.424,5.603,10.574,10.331,6.764,3.293,5.364,10.048,9.853,6.245,3.129,2.53,4.773,4.703,3.082,1.567,0.839,1.496,1.522,0.989,0.469,0.226,0.398,0.381,0.225,0.131
Suíça,Senegal,41.269,24.431,34.3,5.668,7.76,5.234,2.362,0.819,8.411,11.31,7.699,3.622,1.224,6.473,8.716,5.891,2.782,0.903,3.407,4.421,3.023,1.354,0.488,1.251,1.743,1.121,0.549,0.191
Suíça,Noruega,38.853,20.908,40.239,2.296,4.388,4.092,2.632,1.262,4.169,7.917,7.571,4.745,2.426,4.054,7.461,6.974,4.634,2.308,2.457,4.71,4.422,2.914,1.444,1.193,2.309,2.139,1.38,0.687
Suíça,Iraque,76.551,14.918,8.531,4.023,2.923,0.989,0.284,0.04,9.993,7.093,2.446,0.601,0.128,12.241,8.808,3.096,0.77,0.138,10.497,7.345,2.594,0.634,0.124,6.584,4.632,1.635,0.379,0.065
Suíça,Argentina,13.255,21.599,65.146,8.02,14.237,13.359,8.165,3.958,5.232,9.873,9.116,5.739,2.717,1.892,3.473,3.155,2.037,0.985,0.484,0.823,0.8,0.507,0.237,0.069,0.149,0.159,0.08,0.04
Suíça,Áustria,43.542,23.998,32.46,5.375,7.143,4.728,2.231,0.77,8.401,10.978,7.43,3.317,1.228,6.765,8.837,5.962,2.715,0.952,3.579,4.728,3.128,1.47,0.546,1.452,2.032,1.332,0.597,0.198
Suíça,Argélia,53.764,22.377,23.859,4.899,5.584,3.326,1.307,0.387,8.863,10.263,5.979,2.387,0.722,8.32,9.372,5.582,2.219,0.7,5.216,6.097,3.544,1.401,0.423,2.415,2.896,1.714,0.709,0.209
Suíça,Jordânia,69.9,16.814,13.286,3.271,3.173,1.582,0.506,0.138,7.943,7.52,3.759,1.221,0.318,9.554,9.229,4.56,1.511,0.43,7.979,7.501,3.762,1.25,0.312,4.924,4.809,2.354,0.796,0.194
Suíça,Portugal,22.357,23.105,54.538,5.95,10.262,9.176,5.456,2.557,6.023,10.749,9.473,5.772,2.751,3.205,5.714,5.135,3.141,1.443,1.219,2.072,1.846,1.112,0.546,0.344,0.558,0.533,0.317,0.15
Suíça,Colômbia,23.807,24.818,51.375,7.698,11.859,9.625,5.062,2.072,7.6,11.684,9.223,5.008,2.04,3.855,5.874,4.574,2.505,0.983,1.259,1.898,1.503,0.759,0.362,0.316,0.468,0.43,0.206,0.096
Suíça,Uzbequistão,73.687,15.916,10.397,3.966,3.13,1.313,0.32,0.073,9.332,7.306,2.959,0.864,0.174,11.398,9.085,3.669,0.995,0.19,9.406,7.379,3.069,0.847,0.196,5.671,4.51,1.974,0.631,0.117
Suíça,RD Congo,49.155,28.501,22.344,12.425,9.705,3.792,1.035,0.2,16.151,12.487,4.798,1.307,0.28,10.495,8.105,3.199,0.806,0.201,4.691,3.623,1.333,0.363,0.065,1.636,1.217,0.496,0.118,0.027
Suíça,Inglaterra,19.799,24.633,55.568,8.601,13.569,10.991,6.097,2.515,7.229,11.375,9.123,5.027,2.11,3.143,4.802,3.949,2.093,0.912,0.896,1.466,1.156,0.646,0.262,0.206,0.298,0.276,0.127,0.054
Suíça,Croácia,39.481,24.466,36.053,5.786,7.922,5.469,2.612,0.932,8.478,11.284,8.011,3.827,1.378,6.159,8.292,5.889,2.784,1.021,3.042,4.146,3.06,1.296,0.498,1.217,1.525,1.14,0.511,0.193
Suíça,Gana,60.18,22.797,17.023,7.596,6.064,2.5,0.702,0.161,13.077,10.641,4.448,1.208,0.272,11.623,9.37,3.835,1.11,0.244,6.986,5.638,2.284,0.644,0.144,3.212,2.64,1.064,0.28,0.077
Suíça,Panamá,63.318,20.774,15.908,5.781,4.967,2.179,0.723,0.156,11.252,9.748,4.309,1.294,0.3,11.081,9.518,4.238,1.251,0.303,7.469,6.412,2.965,0.899,0.212,3.735,3.254,1.529,0.462,0.099
Bósnia e Herzegovina,Catar,56.582,21.621,21.797,4.858,5.231,2.925,1.144,0.339,8.911,9.718,5.593,2.102,0.607,8.769,9.537,5.499,2.086,0.689,5.676,6.292,3.572,1.326,0.403,2.896,3.087,1.854,0.732,0.197
Catar,Brasil,1.915,5.51,92.575,1.491,5.471,9.918,12.39,11.815,0.703,2.603,4.595,5.769,5.54,0.164,0.611,1.15,1.451,1.33,0.032,0.137,0.178,0.232,0.237,0.012,0.013,0.021,0.034,0.032
Catar,Marrocos,3.124,9.204,87.672,3.326,9.769,14.308,14.311,10.837,1.454,4.271,6.286,6.169,4.709,0.303,0.904,1.379,1.316,0.978,0.045,0.142,0.195,0.21,0.154,0.005,0.026,0.027,0.014,0.017
Catar,Escócia,12.63,18.295,69.075,4.943,10.651,11.609,8.825,4.992,4.108,8.61,9.467,6.877,3.836,1.638,3.504,3.845,2.758,1.629,0.462,1.035,1.036,0.785,0.443,0.087,0.215,0.229,0.158,0.106
Catar,Haiti,33.095,23.589,43.316,4.939,7.82,6.306,3.447,1.544,6.784,10.757,8.968,4.78,2.07,4.657,7.583,6.012,3.39,1.46,2.214,3.599,2.858,1.598,0.678,0.792,1.42,1.088,0.601,0.261
Catar,EUA,7.565,11.631,80.804,1.923,5.713,8.781,9.061,7.126,1.712,4.978,7.774,7.886,6.173,0.771,2.236,3.411,3.437,2.799,0.235,0.7,1.008,1.088,0.846,0.053,0.163,0.256,0.232,0.215
Catar,Austrália,7.901,16.177,75.922,5.851,13.102,14.682,11.164,6.454,3.301,7.518,8.443,6.511,3.757,0.973,2.241,2.409,1.879,0.997,0.192,0.446,0.496,0.361,0.214,0.031,0.073,0.061,0.05,0.035
Catar,Paraguai,12.682,20.243,67.075,7.198,13.591,12.871,8.673,4.377,5.066,9.27,9.214,6.091,3.11,1.76,3.321,3.208,2.176,1.119,0.407,0.819,0.784,0.508,0.243,0.064,0.143,0.146,0.091,0.056
Catar,Turquia,10.646,14.701,74.653,2.801,7.275,9.628,8.435,5.941,2.54,6.481,8.769,7.923,5.256,1.198,3.041,4.064,3.621,2.466,0.344,0.98,1.296,1.151,0.724,0.083,0.262,0.332,0.292,0.184
Catar,Alemanha,1.453,3.403,95.144,0.401,1.908,4.493,7.073,8.447,0.265,1.384,3.199,4.964,5.906,0.107,0.455,1.084,1.921,2.144,0.024,0.128,0.255,0.424,0.54,0.006,0.021,0.059,0.079,0.093
Catar,Equador,7.568,19.875,72.557,10.44,18.883,17.362,10.955,5.256,4.315,7.771,7.181,4.596,2.168,0.895,1.671,1.498,1.027,0.439,0.141,0.247,0.199,0.161,0.061,0.015,0.025,0.036,0.016,0.005
Catar,Costa do Marfim,13.366,21.247,65.387,7.604,13.883,13.357,8.359,3.975,5.256,9.881,9.305,5.705,2.883,1.864,3.465,3.209,2.03,1.019,0.462,0.9,0.841,0.504,0.222,0.077,0.152,0.146,0.108,0.044
Catar,Curaçao,40.7,24.911,34.389,6.14,7.967,5.305,2.434,0.841,8.872,11.478,7.659,3.5,1.264,6.437,8.682,5.73,2.646,0.948,3.276,4.263,2.868,1.361,0.439,1.235,1.6,1.111,0.457,0.185
Catar,Holanda,1.931,4.647,93.422,0.762,3.333,6.733,9.523,10.23,0.509,2.066,4.214,5.889,6.392,0.157,0.632,1.313,1.901,1.99,0.032,0.133,0.304,0.422,0.437,0.003,0.018,0.035,0.068,0.079
Catar,Japão,2.666,6.674,90.66,1.583,5.423,9.849,11.575,10.726,0.815,3.06,5.439,6.539,5.883,0.261,0.897,1.612,1.933,1.79,0.05,0.189,0.301,0.356,0.343,0.009,0.026,0.042,0.058,0.058
Catar,Tunísia,25.634,24.01,50.356,6.341,10.234,8.587,4.806,2.038,6.923,11.162,9.393,5.379,2.198,3.882,6.304,5.258,2.981,1.223,1.472,2.426,1.945,1.095,0.482,0.418,0.712,0.586,0.333,0.136
Catar,Suécia,8.615,11.372,80.013,1.201,3.8,6.232,7.062,5.985,1.308,4.26,6.944,7.726,6.585,0.692,2.297,3.838,4.311,3.72,0.293,0.857,1.456,1.624,1.4,0.087,0.26,0.392,0.49,0.382
Catar,Bélgica,3.725,9.101,87.174,2.591,7.889,12.354,12.556,9.866,1.412,4.246,6.6,6.764,5.438,0.374,1.115,1.853,1.913,1.526,0.078,0.211,0.334,0.369,0.294,0.009,0.038,0.051,0.061,0.04
Catar,Egito,12.649,19.433,67.918,6.018,12.313,12.646,8.818,4.724,4.536,9.208,9.266,6.554,3.341,1.664,3.496,3.514,2.413,1.22,0.443,0.901,0.919,0.632,0.362,0.08,0.198,0.183,0.125,0.053
Catar,Irã,15.265,20.067,64.668,5.356,10.883,11.174,7.758,3.964,4.792,9.408,9.541,6.768,3.522,2.035,4.203,4.304,2.899,1.53,0.606,1.205,1.297,0.864,0.432,0.141,0.274,0.298,0.188,0.126
Catar,Nova Zelândia,30.818,21.348,47.834,3.072,5.952,5.66,3.781,1.898,4.768,8.862,8.671,5.781,2.978,3.616,6.847,6.675,4.33,2.201,1.926,3.551,3.449,2.232,1.128,0.752,1.409,1.373,0.907,0.433
Catar,Espanha,0.791,2.964,96.245,0.843,3.65,7.765,11.522,12.647,0.33,1.408,2.987,4.319,4.893,0.072,0.236,0.594,0.896,0.933,0.008,0.031,0.09,0.106,0.128,0.001,0.005,0.006,0.01,0.011
Catar,Uruguai,6.186,13.819,79.995,4.802,11.459,14.502,12.039,7.902,2.549,6.344,7.833,6.715,4.331,0.739,1.737,2.266,1.858,1.188,0.162,0.347,0.429,0.375,0.235,0.023,0.065,0.073,0.045,0.031
Catar,Arábia Saudita,23.381,26.214,50.405,9.215,13.335,9.984,4.967,1.95,8.448,12.232,8.937,4.537,1.678,3.693,5.646,4.064,2.121,0.775,1.21,1.729,1.26,0.652,0.215,0.274,0.413,0.285,0.148,0.05
Catar,Cabo Verde,21.412,25.456,53.132,9.077,13.687,10.577,5.589,2.215,7.827,11.761,9.086,4.655,1.889,3.36,5.165,3.94,2.052,0.824,1.029,1.556,1.269,0.618,0.272,0.207,0.363,0.271,0.141,0.056
Catar,França,1.131,3.459,95.41,0.863,3.557,7.504,10.712,11.721,0.376,1.58,3.507,4.825,5.389,0.097,0.395,0.792,1.231,1.198,0.012,0.062,0.129,0.196,0.215,0.003,0.013,0.019,0.023,0.026
Catar,Senegal,6.026,10.806,83.168,2.293,6.963,10.319,10.526,8.149,1.673,4.924,7.477,7.652,6.048,0.629,1.903,2.761,2.824,2.304,0.14,0.499,0.684,0.707,0.539,0.027,0.089,0.158,0.141,0.112
Catar,Noruega,3.406,6.105,90.489,0.607,2.41,5.063,7.023,7.575,0.52,2.23,4.54,6.393,6.76,0.23,0.987,2.056,2.973,3.114,0.076,0.301,0.66,0.889,0.945,0.016,0.064,0.144,0.225,0.273
Catar,Iraque,29.293,24.737,45.97,6.203,9.526,7.545,4.095,1.655,7.328,11.579,8.983,4.942,2.027,4.423,6.939,5.497,2.948,1.216,1.868,2.898,2.227,1.292,0.494,0.615,0.969,0.712,0.383,0.15
Catar,Argentina,0.835,3.329,95.836,1.127,4.507,9.492,12.639,13.695,0.408,1.55,3.126,4.283,4.698,0.059,0.228,0.549,0.736,0.732,0.007,0.036,0.077,0.091,0.094,0.0,0.001,0.006,0.009,0.011
Catar,Áustria,6.456,11.358,82.186,2.251,6.822,9.791,10.223,7.915,1.732,5.044,7.664,7.683,5.913,0.673,1.969,3.091,3.002,2.293,0.169,0.545,0.777,0.836,0.617,0.033,0.117,0.147,0.162,0.117
Catar,Argélia,10.609,14.687,74.704,2.88,7.572,9.805,8.741,5.954,2.632,6.558,8.794,7.787,5.417,1.212,3.044,4.0,3.618,2.391,0.391,0.949,1.221,1.048,0.72,0.092,0.207,0.342,0.262,0.18
Catar,Jordânia,19.649,19.731,60.62,3.376,7.498,8.095,5.942,3.411,4.041,8.807,9.177,6.978,3.977,2.394,5.101,5.505,4.211,2.307,0.899,2.107,2.223,1.717,1.017,0.287,0.644,0.732,0.499,0.285
Catar,Portugal,1.677,4.643,93.68,1.131,4.307,8.471,11.367,11.405,0.557,2.127,4.254,5.791,5.839,0.124,0.544,1.091,1.516,1.559,0.026,0.117,0.209,0.26,0.26,0.003,0.017,0.025,0.042,0.031
Catar,Colômbia,2.272,6.347,91.381,1.857,6.256,10.896,12.883,11.475,0.857,2.958,5.228,6.073,5.479,0.196,0.745,1.255,1.469,1.35,0.032,0.131,0.229,0.255,0.242,0.004,0.013,0.023,0.031,0.02
Catar,Uzbequistão,24.838,22.912,52.25,5.141,9.088,7.917,4.97,2.408,5.792,10.527,9.556,5.935,2.744,3.504,6.175,5.706,3.347,1.642,1.427,2.568,2.215,1.31,0.622,0.487,0.729,0.681,0.435,0.204
Catar,RD Congo,12.963,22.5,64.537,9.438,15.973,14.244,8.249,3.843,5.903,9.797,8.65,5.094,2.296,1.827,3.243,2.88,1.573,0.731,0.384,0.643,0.575,0.359,0.177,0.07,0.115,0.1,0.06,0.025
Catar,Inglaterra,1.71,5.53,92.76,1.836,6.22,11.373,13.686,12.564,0.733,2.551,4.612,5.51,5.125,0.165,0.518,0.943,1.205,1.09,0.026,0.074,0.129,0.184,0.177,0.002,0.018,0.014,0.025,0.014
Catar,Croácia,5.476,10.268,84.256,2.232,6.739,10.217,10.635,8.547,1.572,4.727,7.463,7.587,5.928,0.564,1.816,2.619,2.646,2.093,0.126,0.366,0.611,0.601,0.517,0.027,0.068,0.137,0.121,0.079
Catar,Gana,17.35,22.346,60.304,6.832,11.974,11.227,6.951,3.357,5.828,10.49,9.561,5.833,2.858,2.498,4.425,4.119,2.609,1.254,0.75,1.436,1.222,0.816,0.368,0.144,0.298,0.31,0.2,0.084
Catar,Panamá,17.768,20.986,61.246,5.361,10.598,10.132,6.797,3.392,5.038,9.849,9.763,6.632,3.222,2.469,4.799,4.627,3.111,1.609,0.788,1.554,1.548,1.0,0.52,0.207,0.384,0.379,0.274,0.14
Bósnia e Herzegovina,Brasil,5.924,12.781,81.295,3.96,10.427,13.464,11.934,8.119,2.238,5.943,7.911,6.92,4.744,0.648,1.784,2.385,2.036,1.37,0.13,0.351,0.512,0.442,0.288,0.022,0.061,0.071,0.063,0.049
Bósnia e Herzegovina,Marrocos,8.113,17.73,74.157,7.305,15.179,15.579,11.004,5.924,3.858,7.83,8.288,5.835,3.127,1.007,2.066,2.284,1.525,0.886,0.198,0.376,0.388,0.292,0.186,0.024,0.07,0.057,0.049,0.019
Bósnia e Herzegovina,Escócia,24.242,25.32,50.438,8.08,12.217,9.289,4.928,2.067,7.934,11.851,9.032,4.778,1.946,3.767,5.824,4.483,2.402,0.999,1.334,1.944,1.56,0.814,0.356,0.357,0.538,0.405,0.195,0.085
Bósnia e Herzegovina,Haiti,50.203,24.01,25.787,6.033,6.508,3.835,1.479,0.475,9.72,11.128,6.343,2.53,0.744,8.303,9.223,5.412,2.114,0.691,4.642,5.381,3.163,1.26,0.351,2.154,2.423,1.34,0.548,0.166
EUA,Bósnia e Herzegovina,62.746,19.476,17.778,3.841,4.219,2.201,0.804,0.26,8.356,8.85,4.724,1.714,0.495,9.002,9.52,5.122,1.879,0.541,6.762,7.007,3.873,1.414,0.415,3.645,3.992,2.166,0.802,0.226
Bósnia e Herzegovina,Austrália,16.287,24.578,59.135,10.164,15.92,12.755,6.799,2.94,7.016,10.93,8.865,4.69,1.96,2.463,3.876,3.062,1.706,0.719,0.593,0.981,0.773,0.387,0.154,0.1,0.16,0.13,0.087,0.032
Bósnia e Herzegovina,Paraguai,23.316,27.316,49.368,10.822,14.607,10.09,4.755,1.725,9.155,12.298,8.394,4.041,1.498,3.858,5.335,3.683,1.773,0.665,1.205,1.506,1.093,0.461,0.2,0.243,0.359,0.244,0.103,0.048
Bósnia e Herzegovina,Turquia,22.238,22.386,55.376,5.103,9.222,8.75,5.451,2.692,5.459,10.255,9.627,6.146,2.897,3.085,5.638,5.459,3.443,1.677,1.135,2.173,2.104,1.373,0.632,0.384,0.612,0.596,0.406,0.179
Bósnia e Herzegovina,Alemanha,6.056,9.601,84.343,1.467,4.715,7.764,8.921,7.461,1.269,3.935,6.887,7.7,6.707,0.535,1.777,2.918,3.338,2.92,0.173,0.553,0.932,1.043,0.838,0.041,0.109,0.196,0.276,0.212
Bósnia e Herzegovina,Equador,14.417,28.714,56.869,16.349,21.212,13.595,6.359,2.155,8.207,10.442,6.929,3.062,1.05,2.081,2.763,1.777,0.839,0.285,0.38,0.45,0.321,0.141,0.046,0.044,0.06,0.047,0.023,0.005
Bósnia e Herzegovina,Costa do Marfim,24.288,28.019,47.693,11.289,14.538,10.057,4.531,1.539,9.702,12.562,8.433,3.758,1.25,4.072,5.447,3.636,1.614,0.556,1.198,1.615,1.042,0.501,0.18,0.268,0.351,0.245,0.119,0.029
Bósnia e Herzegovina,Curaçao,57.458,22.748,19.794,6.601,6.119,2.914,0.917,0.241,11.326,10.736,5.21,1.592,0.406,10.418,9.491,4.464,1.493,0.352,6.226,5.775,2.782,0.839,0.212,2.913,2.666,1.292,0.425,0.101
Bósnia e Herzegovina,Holanda,6.721,11.531,81.748,2.406,6.929,10.222,10.144,7.802,1.814,5.226,7.767,7.763,5.761,0.717,2.115,2.945,3.0,2.303,0.182,0.494,0.831,0.813,0.598,0.044,0.099,0.169,0.16,0.128
Bósnia e Herzegovina,Japão,8.16,14.503,77.337,4.08,10.163,12.401,10.449,6.915,2.759,6.648,8.559,7.181,4.773,0.997,2.347,3.06,2.638,1.569,0.245,0.573,0.75,0.63,0.389,0.045,0.104,0.132,0.12,0.074
Bósnia e Herzegovina,Tunísia,41.07,26.459,32.471,8.181,9.252,5.525,2.225,0.621,10.704,12.312,7.316,2.951,0.903,7.335,8.369,4.933,1.965,0.627,3.38,3.926,2.316,0.915,0.32,1.141,1.32,0.829,0.324,0.111
Bósnia e Herzegovina,Suécia,20.759,18.966,60.275,2.509,5.892,6.682,5.15,3.273,3.263,7.692,8.85,7.029,4.206,2.188,5.049,5.978,4.777,2.979,0.977,2.295,2.808,2.224,1.364,0.35,0.842,0.94,0.795,0.475
Bósnia e Herzegovina,Bélgica,9.983,17.32,72.697,5.683,12.322,13.634,10.143,5.672,3.858,8.084,8.831,6.573,3.846,1.312,2.668,2.985,2.185,1.306,0.304,0.628,0.717,0.504,0.285,0.054,0.13,0.134,0.1,0.062
Bósnia e Herzegovina,Egito,23.895,26.349,49.756,9.55,13.436,9.929,4.887,1.829,8.555,11.975,8.853,4.262,1.642,3.966,5.641,4.154,2.086,0.758,1.333,1.702,1.216,0.615,0.235,0.275,0.467,0.33,0.141,0.052
Bósnia e Herzegovina,Irã,28.028,25.997,45.975,8.218,11.589,8.444,4.226,1.565,8.587,12.178,8.865,4.281,1.657,4.642,6.575,4.701,2.347,0.894,1.655,2.398,1.776,0.808,0.314,0.504,0.628,0.487,0.234,0.084
Bósnia e Herzegovina,Nova Zelândia,49.422,22.058,28.52,3.982,5.336,3.714,1.735,0.615,7.292,9.638,6.664,3.179,1.161,6.747,9.046,6.261,2.996,1.048,4.318,5.768,3.987,1.836,0.648,2.025,2.803,1.962,0.922,0.301
Bósnia e Herzegovina,Espanha,3.117,8.535,88.348,2.903,8.568,13.067,13.449,10.984,1.326,3.851,6.413,6.408,5.02,0.301,0.938,1.496,1.48,1.204,0.053,0.147,0.235,0.256,0.184,0.007,0.022,0.033,0.045,0.028
Bósnia e Herzegovina,Uruguai,13.869,22.546,63.585,8.776,15.054,13.393,7.968,3.66,5.835,10.26,8.799,5.417,2.429,2.039,3.414,3.033,1.805,0.828,0.483,0.821,0.718,0.442,0.198,0.092,0.162,0.136,0.088,0.034
Bósnia e Herzegovina,Arábia Saudita,37.062,29.21,33.728,11.787,12.078,6.416,2.206,0.563,13.007,13.08,6.987,2.457,0.703,7.196,7.263,3.766,1.385,0.333,2.66,2.77,1.406,0.529,0.124,0.727,0.836,0.42,0.138,0.045
Bósnia e Herzegovina,Cabo Verde,34.616,29.415,35.969,11.867,12.62,6.814,2.576,0.737,12.321,13.125,7.222,2.64,0.794,6.677,6.983,3.866,1.358,0.411,2.399,2.501,1.347,0.509,0.166,0.644,0.691,0.358,0.153,0.046
Bósnia e Herzegovina,França,4.088,9.488,86.424,2.704,8.16,12.253,12.637,9.905,1.498,4.469,6.798,6.819,5.305,0.404,1.266,1.899,1.95,1.534,0.105,0.251,0.385,0.365,0.29,0.011,0.038,0.05,0.052,0.049
Bósnia e Herzegovina,Senegal,14.746,19.33,65.924,4.879,10.221,10.795,7.848,4.233,4.248,9.023,9.532,6.8,3.797,1.986,4.121,4.363,3.193,1.72,0.578,1.293,1.331,0.937,0.507,0.13,0.292,0.302,0.23,0.121
Bósnia e Herzegovina,Noruega,10.976,13.417,75.607,1.648,4.961,7.096,7.17,5.543,1.812,5.269,7.841,7.943,6.008,1.042,2.931,4.416,4.324,3.321,0.38,1.122,1.699,1.63,1.273,0.114,0.336,0.503,0.483,0.372
Bósnia e Herzegovina,Iraque,45.597,25.808,28.595,7.695,8.339,4.627,1.821,0.501,11.014,12.098,6.73,2.582,0.713,8.047,8.914,4.919,1.856,0.545,3.975,4.53,2.567,0.971,0.257,1.528,1.688,0.957,0.403,0.119
Bósnia e Herzegovina,Argentina,3.154,9.113,87.733,3.493,10.15,14.933,14.547,10.866,1.544,4.128,6.037,5.928,4.286,0.311,0.888,1.304,1.256,0.939,0.043,0.136,0.168,0.173,0.147,0.003,0.014,0.021,0.018,0.014
Bósnia e Herzegovina,Áustria,15.632,19.293,65.075,4.645,9.767,10.577,7.51,4.108,4.333,8.999,9.555,6.786,3.898,2.034,4.232,4.488,3.309,1.779,0.673,1.352,1.534,1.002,0.554,0.155,0.342,0.347,0.284,0.143
Bósnia e Herzegovina,Argélia,22.485,22.307,55.208,5.25,9.412,8.856,5.664,2.682,5.656,10.295,9.611,6.092,2.82,3.17,5.58,5.316,3.264,1.608,1.289,2.111,2.113,1.256,0.618,0.351,0.648,0.598,0.384,0.174
Bósnia e Herzegovina,Jordânia,35.54,24.139,40.321,5.124,7.623,6.105,3.182,1.283,7.149,11.1,8.394,4.49,1.759,5.259,7.799,6.09,3.231,1.274,2.543,3.909,2.975,1.562,0.604,0.973,1.476,1.087,0.584,0.234
Bósnia e Herzegovina,Portugal,5.607,11.658,82.735,3.238,9.077,12.174,11.717,8.593,1.964,5.515,7.549,7.263,5.177,0.661,1.733,2.36,2.317,1.593,0.13,0.366,0.473,0.493,0.394,0.019,0.068,0.073,0.08,0.046
Bósnia e Herzegovina,Colômbia,6.686,14.05,79.264,4.688,11.333,14.117,11.675,7.63,2.617,6.612,7.951,6.681,4.348,0.813,1.946,2.3,1.999,1.278,0.15,0.381,0.511,0.407,0.256,0.023,0.07,0.073,0.072,0.041
Bósnia e Herzegovina,Uzbequistão,41.405,25.245,33.35,6.664,8.385,5.331,2.355,0.792,9.682,11.774,7.532,3.33,1.078,6.916,8.444,5.432,2.282,0.727,3.354,4.234,2.639,1.221,0.393,1.154,1.66,1.04,0.447,0.138
Bósnia e Herzegovina,RD Congo,23.287,29.219,47.494,13.659,16.563,10.232,4.431,1.381,10.271,12.204,7.653,3.342,1.087,3.993,4.979,3.015,1.26,0.389,1.117,1.327,0.814,0.323,0.118,0.191,0.258,0.146,0.064,0.017
Bósnia e Herzegovina,Inglaterra,5.25,12.862,81.888,4.678,11.825,15.168,12.944,8.542,2.31,5.932,7.477,6.325,4.137,0.611,1.493,1.94,1.646,1.072,0.095,0.266,0.337,0.285,0.198,0.019,0.032,0.04,0.03,0.026
Bósnia e Herzegovina,Croácia,13.538,18.506,67.956,4.7,10.061,11.41,8.21,4.625,4.151,8.598,9.478,7.011,3.894,1.719,3.761,4.185,3.092,1.727,0.508,1.076,1.228,0.918,0.482,0.156,0.257,0.273,0.2,0.096
Bósnia e Herzegovina,Gana,30.081,27.627,42.292,9.721,12.152,8.186,3.612,1.192,10.135,12.795,8.27,3.611,1.273,5.229,6.548,4.347,1.901,0.626,1.86,2.39,1.588,0.702,0.232,0.535,0.686,0.437,0.182,0.058
Bósnia e Herzegovina,Panamá,31.911,26.257,41.832,7.899,10.764,7.232,3.508,1.209,8.962,12.23,8.42,3.992,1.432,5.374,7.313,5.01,2.467,0.868,2.085,2.985,2.006,1.007,0.349,0.614,0.886,0.616,0.271,0.104
Brasil,Marrocos,37.853,31.355,30.792,14.685,12.992,5.883,1.821,0.41,14.932,13.291,5.913,1.824,0.418,7.661,6.971,3.029,0.958,0.22,2.665,2.359,1.076,0.33,0.086,0.702,0.625,0.283,0.098,0.018
Escócia,Brasil,12.138,20.897,66.965,7.76,14.461,13.888,8.847,4.353,5.009,9.531,8.822,5.721,2.824,1.638,3.14,3.14,1.928,0.96,0.405,0.745,0.717,0.423,0.206,0.087,0.104,0.138,0.085,0.041
Brasil,Haiti,89.291,7.811,2.898,2.392,1.126,0.302,0.039,0.005,7.301,3.593,0.918,0.142,0.021,11.949,5.792,1.511,0.251,0.037,13.233,6.521,1.615,0.277,0.039,10.932,5.416,1.326,0.233,0.035
Brasil,EUA,63.642,20.128,16.23,5.15,4.593,2.181,0.713,0.167,10.103,9.344,4.465,1.365,0.328,10.623,9.629,4.452,1.495,0.359,7.318,6.653,3.179,1.033,0.251,3.852,3.552,1.634,0.507,0.128
